file_name,uni,wylie,url,dept,grade,char_len,audio_len,path,inf
STT_TT00155_01460.250-01460.850,ཞེད་ནས་བསྡད་ ,zhed nas bsdad _,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_TT00155_01460.250-01460.850.wav,STT_TT,3,13,0.599999999999909,wav16k/STT_TT00155_01460.250-01460.850.wav,བྱས་ནས་
STT_TT00155_01461.000-01466.000,ཡག་པོ་ཅིག་མ་བྱུང་ཞིང་། ད་མི་ང་རང་ཚོས་བོད་པ་ཚོའི་ཁ་རྒྱུན་ལ་ཡོད་ཡེ་ཡོད་རེད་ལ། ལོ་ཏོག་ཉེས་པ་ལོ་གཅིག་ཡིན་བྱས།  ,yag po cig ma byung zhing /_da mi nga rang tshos bod pa tsho'i kha rgyun la yod ye yod red la/_lo tog nyes pa lo gcig yin byas/__,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_TT00155_01461.000-01466.000.wav,STT_TT,3,107,5.0,wav16k/STT_TT00155_01461.000-01466.000.wav,ཡག་པོ་ཅིག་མ་བྱུང་ཞིང། ད་མི་ང་རང་ཚོ་བོད་པ་ཚོའི་ཁ་རྒྱུན་ལ་ཡོད་ཡ་ཡོད་རེད་ལ། ལོ་ཏོག་ཉེས་པ་ལོ་གཅིག་ཡིན་་
STT_TT00155_01495.850-01496.550,ཨེ་ནས། ཁྱོ་ག་འདིས་ ,e nas/_khyo ga 'dis _,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_TT00155_01495.850-01496.550.wav,STT_TT,3,19,0.7000000000000455,wav16k/STT_TT00155_01495.850-01496.550.wav,ཨེ་ནས་ཁྱོ་ག་འདི་
STT_TT00155_01496.750-01503.950,ཞེ་བོ་ཅིག་མཛོག་ཡེ་མཛོག་བསྡད་ཀི་ཡོད་ས་རེད། ང་ཚོ་ལྷ་ས་གི་སྐད་བརྒྱབས་ན་མཛོག་ཡིན་ན་ཅིག་ཟེར་གི་རེད། ཁམས་པ་ཨ་མདོ་གི་སྐད་བརྒྱབས་ན། རྡུང་བསྡད་ཀི་ཡོད་ས་རེད། ཨོ་དེ། ཞེ་བོ་ཞིག་རྡུང་གི་ཡོད་ས་རེད་ད།  ,zhe bo cig mdzog ye mdzog bsdad ki yod sa red/_nga tsho lha sa gi skad brgyabs na mdzog yin na cig zer gi red/_khams pa a mdo gi skad brgyabs na/_rdung bsdad ki yod sa red/_o de/_zhe bo zhig rdung gi yod sa red da/__,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_TT00155_01496.750-01503.950.wav,STT_TT,3,187,7.2000000000000455,wav16k/STT_TT00155_01496.750-01503.950.wav,ཞེ་བོ་ཅིག་རྫོགས། རྫོགས་བསྡད་ཀི་ཡོད་ས་རེད། ང་ཚོ་ལྷ་ས་གི་སྐད་བརྒྱབ་ན། རྫོགས་ཡིན་ན་ཟེར་གི་རེད། ཁམས་པ་ཨ་མདོ་གི་སྐད་བརྒྱབ་ན་བརྡུང་བསྡད་ཀི་ཡོད་ས་རེད། འོ་འདི་ཞེ་བོ་ཅིག་བརྡུང་གི་ཡོད་ས་རེད་ད།
STT_TT00155_01504.400-01511.300,ཁྱོད་རང་དཔེ་སྤང་མགོ་ག་གེ་ཕིང་ཅིག་ཁྱེར་ཡ་མེད་པ། ངས་གསོས་བྱུང་ངོ་། ཅིག་བྱས་ནས། ཡུད་ཅིག་ལྟ་ཞེ་བོ་ཅིག་བཤད་ནས། དེ་འདྲའི་བྱས་ཞེ་བོ་ཅིག་གཏོར་གི་ཡོད་ས་རེད་བ་ད་ ,khyod rang dpe spang mgo ga ge phing cig khyer ya med pa/_ngas gsos byung ngo /_cig byas nas/_yud cig lta zhe bo cig bshad nas/_de 'dra'i byas zhe bo cig gtor gi yod sa red ba da _,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_TT00155_01504.400-01511.300.wav,STT_TT,3,152,6.899999999999864,wav16k/STT_TT00155_01504.400-01511.300.wav,ཁྱོད་རང་དཔེ་སྤང་གོ ག་གེ་ཕིང་ཅིག་ཁྱེར་ཡ་མེད་པ། ངས་གསོད་བྱུང་། ཅིག་བྱས་ན། ཡུལ་ཡོན་ཅིག་ད་ཞེ་བོ་ཅིག་བཤད་ནས། དེ་འདྲས་བྱས་ཞེ་བོ་ཅིག་གཏོར་གི་ཡོད་ས་རེད་བ་ད།
STT_TT00155_01511.850-01513.150,ད་ཉིན་མ་གཅིག་པུ་གུ་དེ་ཅིག་ ,da nyin ma gcig pu gu de cig _,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_TT00155_01511.850-01513.150.wav,STT_TT,3,27,1.300000000000182,wav16k/STT_TT00155_01511.850-01513.150.wav,ཨ་ཉི་མ་གཅིག་པུ་གུ་འདེ་ཅིག་
STT_TT00104_04414.700-04417.950,བདག་གཞན་གཉིས་ཀ་ལོ་བདེ་བ་འདོད་པ་མཚུངས་པ་ལ་རང་གཅིག་པོ་བདེ་བ་བསྒྲུབ་ཡ་ ,bdag gzhan gnyis ka lo bde ba 'dod pa mtshungs pa la rang gcig po bde ba bsgrub ya _,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_TT00104_04414.700-04417.950.wav,STT_TT,3,68,3.25,wav16k/STT_TT00104_04414.700-04417.950.wav,བདག་གཞན་གཉིས་ཀ་ལོ་བདེ་བ་འདོད་དུ་མཚུངས་པ་ལ་རང་གཅིག་པུ་བདེ་བ་སྒྲུབ་ཡ་དེ།
STT_TT00155_01513.450-01514.350,མར་བསྙལ་གཉིད་རེ་ཅིག ,mar bsnyal gnyid re cig_,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_TT00155_01513.450-01514.350.wav,STT_TT,3,20,0.8999999999998636,wav16k/STT_TT00155_01513.450-01514.350.wav,མར་སྙན་གཉིས་རེ་ཅིག་
STT_TT00155_01514.500-01517.150,འུ་ཐུག་བྱས་བསྡད། ཁོ་རང་ཕྱི་བོ་རེ་ཅིག་ཡ། ལྟོ་རེ་ཅིག ,'u thug byas bsdad/_kho rang phyi bo re cig ya/_lto re cig_,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_TT00155_01514.500-01517.150.wav,STT_TT,3,51,2.650000000000091,wav16k/STT_TT00155_01514.500-01517.150.wav,ུག་དུག་བྱས་བསྡད། ཁོ་རང་ཕྱི་བོ་རེ་ཅིག་ལ་ཡ། ལྟོ་རེ་ཅིག
STT_TT00155_01517.800-01518.600,ཇོ་ལ་དེ་བསྒུགས་བྱས་ ,jo la de bsgugs byas _,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_TT00155_01517.800-01518.600.wav,STT_TT,3,20,0.7999999999999545,wav16k/STT_TT00155_01517.800-01518.600.wav,ཇོ་ལགས་འདི་སྒུག་བྱས་
